"acquisition-date","administration_name","association-period","association-person","association-person-type","association-subject","association-subject-association","creator","creator-role","csvId","description","description-original","dimensions_concatenated","documentation-free-text","free-field-content","inscription-content","inscription-method","inscription-position","legal_status","material","material-part","object_category","object_name","object_number","postgresId","priref","production-date-end","production-date-start","production-period","production-place","related-object-association","related-object-reference","reproduction-reference","title","identifier/dataset","identifier/num_id","identifier/unique-doc-id","text/all-description-text"
"1993-01-01T00:00:00.000Z","Science and Technology : Technology","","United States Army","regiment/service","","","","","18222","AH-64 Apache flight suit patch, woven with winged arrow. Separate tab for overhead, ""AIRBORNE"", 1993","AH-64 Apache flight suit patches, 1993. (1) Colour shield, fully woven, with flying tiger insignia and ""229th ATK-HEL-REGT / FLYING TIGERS"". (2) Colour shield, fully woven, with Apache insignia and ""AH-64-A / APACHE"". (3) Colour shield fully woven, with Apache helicopter and ""DELTA 1-14th AVN / INSTRUCTOR"". (4) Colour patch, fully-woven, with winged arrow. Separate tab for overhead, ""AIRBORNE"". (5) Colour shield, fully woven with apache insignia and ""AH-64 / APACHE"". (6) Colour rectangle, fully woven, with Apache helicopter and ""AH-64 / APACHE"". (7) Colour patch, fully woven, with snake and ""25 mm BUSHMASTER"" AH-64 fixed armament.","","","","AIRBORNE","","","Permanent collection","","","1. AERONAUTICS, Miscellaneous","Patch","EF.1993.144.4","18223","624208","1993","1993","1993","","","","","","congruence-science-and-industry","129","congruence-science-and-industry_129","AH-64 Apache flight suit patches, 1993. (1) Colour shield, fully woven, with flying tiger insignia and ""229th ATK-HEL-REGT / FLYING TIGERS"". (2) Colour shield, fully woven, with Apache insignia and ""AH-64-A / APACHE"". (3) Colour shield fully woven, with Apache helicopter and ""DELTA 1-14th AVN / INSTRUCTOR"". (4) Colour patch, fully-woven, with winged arrow. Separate tab for overhead, ""AIRBORNE"". (5) Colour shield, fully woven with apache insignia and ""AH-64 / APACHE"". (6) Colour rectangle, fully woven, with Apache helicopter and ""AH-64 / APACHE"". (7) Colour patch, fully woven, with snake and ""25 mm BUSHMASTER"" AH-64 fixed armament.. . . AIRBORNE. "
"1973-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","John Deere Ltd","","99","Model of a John Deer 'Sound-Idea' 4230 Tractor in a cardboard display box","Model of a John Deere 'Sound-Idea' 4230 Tractor in a cardboard display box; the model is cast to blueprint scale, green painted with yellow wheels, and mounted with a safety cab.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - tractors","Tractor / model","W.1973.14","100","10150","","","","Langar, Nottinghamshire, England, Northern Europe","","","","","congruence-science-and-industry","101","congruence-science-and-industry_101","Model of a John Deere 'Sound-Idea' 4230 Tractor in a cardboard display box; the model is cast to blueprint scale, green painted with yellow wheels, and mounted with a safety cab.. . . . "
"","Science and Technology : Technology","","","","","","","","142","Small hand threshing machine","Small hand threshing machine.","","","","","","","Permanent collection","","","14. INDUSTRIES, Agriculture","Threshing machine","W.W#.3559","143","14131","","","","","","","","","congruence-science-and-industry","102","congruence-science-and-industry_102","Small hand threshing machine.. . . . "
"1973-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","John Deere Ltd","","100","Set of seven small scale models of John Deere tractors boxed together in a cardboard box","Set of seven small scale models of John Deere tractors, green painted with yellow wheels, illustrating the development of John Deere tractors from the 1892 'Froelich' to the 1960 John Deer 4010 Row-crop tractor; the set is boxed together in a cardboard box. J. Macrae note, 2012-02-17: These items were mistakenly re-registered as W.2011.140 but have reverted to their original number.","","","Collections Reunited (aim to split) - 2012-03-19: Parts separately labelled W.1973.15.1-8 (from location history).","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - tractors","Tractor / model","W.1973.15","101","10151","","","","Langar, Nottinghamshire, England, Northern Europe","","","","","congruence-science-and-industry","103","congruence-science-and-industry_103","Set of seven small scale models of John Deere tractors, green painted with yellow wheels, illustrating the development of John Deere tractors from the 1892 'Froelich' to the 1960 John Deer 4010 Row-crop tractor; the set is boxed together in a cardboard box. J. Macrae note, 2012-02-17: These items were mistakenly re-registered as W.2011.140 but have reverted to their original number.. . Collections Reunited (aim to split) - 2012-03-19: Parts separately labelled W.1973.15.1-8 (from location history).. . "
"1973-01-01T00:00:00.000Z","Science and Technology : Technology","","J. Rank","person","Glasgow Docks, Glasgow, Lanarkshire, Scotland, Northern Europe","","","","102","Four-wheeled horse cart comprising a flat platform set over two heavy wooden axles and four sprung wooden wheels, rimmed with iron, used to take flour between Glasgow Docks and J. Rank's Mills","Four-wheeled horse-lorry comprising a flat platform set over two heavy wooden axles and four sprung wooden wheels, rimmed with iron; the front pair of wheels revolve and the shafts are removable; iron brakes are applied to two wheels by hand operation; mainly red coloured, with yellow lettering picked out in green. Lorry used to take flour between Glasgow Docks and J. Rank's Mills.  E. Edwards note, 4 August 2012: [1973.17.1] Cart. [1973.17.2] Shafts. [1973.17.3] Metal bar.","Overall: Height 1120mm. Overall: Length 3700mm. Overall: Width 1780mm","","","3A GLASGOW A & J McLELLAN LTD CONTRACTORS 18 STANELY STREET","","","Permanent collection","Wood | Iron","Whole | Wheel rims","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart","W.1973.17.1","103","10153","","","","","","","","","congruence-science-and-industry","105","congruence-science-and-industry_105","Four-wheeled horse-lorry comprising a flat platform set over two heavy wooden axles and four sprung wooden wheels, rimmed with iron; the front pair of wheels revolve and the shafts are removable; iron brakes are applied to two wheels by hand operation; mainly red coloured, with yellow lettering picked out in green. Lorry used to take flour between Glasgow Docks and J. Rank's Mills.  E. Edwards note, 4 August 2012: [1973.17.1] Cart. [1973.17.2] Shafts. [1973.17.3] Metal bar.. . . 3A GLASGOW A & J McLELLAN LTD CONTRACTORS 18 STANELY STREET. "
"2018-06-05T23:00:00.000Z","Science and Technology : Technology","","","","","","Scottish Aviation Ltd","Maker","35887","Drawing of installation bush sight, drawing number SA-DAK-80-15 sheet 1 of 3, one of a collection of drawings relating to luxury civilian conversions of military Douglas Dakota aircraft, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, dated 14 September 1962","","","","One of a collection of drawings, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, and used on various projects carried out by Scottish Aviation Limited.

Most of the drawings relate to SAL work done in the late 1940s to convert ex-military Douglas C-47 Dakota aircraft for civilian use, primarily by British European Airways. There are also a large number of technical drawings of the Scottish Aviation Scamp electric car plus drawings for Grumman Mallard conversion, Beech 18 G-ASUG conversion, Lockheed Constellation & Super Constellation, Douglas Skyraider for the Swedish Air Force, and McEwan-King seat locks.","","","","Permanent collection","Paper | Plastic","Drawings | Coating","1. AERONAUTICS, documents","Engineering drawing","EF.2018.6.1323","35888","905596","1962","1962","1962","Prestwick International Airport, Ayrshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","35887","congruence-science-and-industry_35887",". . One of a collection of drawings, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, and used on various projects carried out by Scottish Aviation Limited.

Most of the drawings relate to SAL work done in the late 1940s to convert ex-military Douglas C-47 Dakota aircraft for civilian use, primarily by British European Airways. There are also a large number of technical drawings of the Scottish Aviation Scamp electric car plus drawings for Grumman Mallard conversion, Beech 18 G-ASUG conversion, Lockheed Constellation & Super Constellation, Douglas Skyraider for the Swedish Air Force, and McEwan-King seat locks.. . "
"1977-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","","","103","Green painted sheaf barrow with an iron wheel.","Barrow with iron whell, painted green; tailboard lifts out.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Barrow","W.1977.174","104","10610","","","","","","","","","congruence-science-and-industry","106","congruence-science-and-industry_106","Barrow with iron whell, painted green; tailboard lifts out.. . . . "
"1986-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","Ferguson","","104","Ferguson tractor, registration number SY 8626","Ferguson tractor, registration number SY 8626.","Overall: Length 2950mm. Overall: Width 1670mm. Overall: Height 1300mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Tractor","W.1999.181","105","10611","","","","","","","","","congruence-science-and-industry","107","congruence-science-and-industry_107","Ferguson tractor, registration number SY 8626.. . . . "
"1980-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","David Brown","","105","Sectioned Cropmaster tractor, by David Brown","Sectioned David Brown Cropmaster tractor.","Overall: Length 3300mm. Overall: Width 1750mm. Overall: Height 1400mm","","","","","","Permanent collection","","","Working object","Tractor, sectioned","W.1999.184","106","10612","","","","","","SLA.C.7638","","","congruence-science-and-industry","108","congruence-science-and-industry_108","Sectioned David Brown Cropmaster tractor.. . . . "
"1986-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","David Brown","","106","David Brown Cropmaster tractor, registration number CSD 769","David Brown Cropmaster tractor, registration number CSD 769.","Overall: Length 3000mm. Overall: Width 1700mm. Overall: Height 1360mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Tractor","W.1999.182","107","10613","","","","","","SLA.C.7638","","","congruence-science-and-industry","109","congruence-science-and-industry_109","David Brown Cropmaster tractor, registration number CSD 769.. . . . "
"1986-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","Fordson","","107","Fordson tractor painted blue-grey, with no vehicle registration number","Fordson tractor painted blue-grey, with no registration number.","Overall: Length 3530mm. Overall: Width 1720mm. Overall: Height 2000mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Tractor","W.1999.178","108","10616","","","","","","","","","congruence-science-and-industry","110","congruence-science-and-industry_110","Fordson tractor painted blue-grey, with no registration number.. . . . "
"","Science and Technology : Technology","","","","","","","","126","Wooden cart with four sides, painted red and blue","Wooden cart with four sides, painted red and blue.","","","","","","","Permanent collection","Wood","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart","W.W#.0247","127","10852","","","","","","","","","congruence-science-and-industry","130","congruence-science-and-industry_130","Wooden cart with four sides, painted red and blue.. . . . "
"1973-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","International Harvester Company","","108","International Junior tractor painted grey with a red seat and red metal tyres, by International Harvester Company, U.S.A","Tractor painted grey with a red seat and red metal tyres.  WF note, 18.7.99: International Junior from Bowens of Markinch.  WF note, March 2001: Maker should be International Harvester Company, USA.","Overall: Length 3400mm. Overall: Width 1550mm. Overall: Height 1650mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Tractor","W.1999.176","109","10617","","","","USA, North America","","","","","congruence-science-and-industry","111","congruence-science-and-industry_111","Tractor painted grey with a red seat and red metal tyres.  WF note, 18.7.99: International Junior from Bowens of Markinch.  WF note, March 2001: Maker should be International Harvester Company, USA.. . . . "
"","Science and Technology : Technology","","","","","","","","109","Small tractor with caterpillar tyres, in pieces","Small tractor with caterpillar tyres, in pieces.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Tractor","W.W#.0011","110","10621","","","","","","","","","congruence-science-and-industry","112","congruence-science-and-industry_112","Small tractor with caterpillar tyres, in pieces.. . . . "
"1984-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","International","","110","International tractor with caterpillar tyres","International tractor with caterpillar tyres.  WF note, 18.5.99: No TDG Serial No TDBK16638T7.","Overall: Length 2800mm. Overall: Width 1700mm. Overall: Height 2000mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Tractor","W.1999.195","111","10623","","","","","","","","","congruence-science-and-industry","113","congruence-science-and-industry_113","International tractor with caterpillar tyres.  WF note, 18.5.99: No TDG Serial No TDBK16638T7.. . . . "
"1987-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","Massey-Ferguson","","111","Massey Ferguson 35 tractor, registration number JKS 403","Massey Ferguson 35 tractor, registration number JKS 403.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Tractor","W.1999.186","112","10628","","","","","","","","","congruence-science-and-industry","114","congruence-science-and-industry_114","Massey Ferguson 35 tractor, registration number JKS 403.. . . . "
"1977-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","","","133","Snow grip, used on vans doing country deliveries, metal and rubber","ORF: Number of Items: 1. Department Section: Scottish Modern History. National Audit Category: Transport. NMS Object Category: Scottish Country Life. Object Name: Rubber and metal snow grip. Description: Rubber and metal snow grip, used on vans doing country deliveries. Straps threaded through spokes. PHYSICAL CHARACTERISTICS Materials: Rubber and metal. Dimensions: L. 300 mm; W. 80 mm. NOTES and DOCUMENTATION Supplementary Information?: No. CONDITION Condition: Fair. Has Conservation Quarantine check been carried out? No. Completed By: Kate Mackay; Date: 28/09/09.","Overall: Length 300mm. Overall: Width 80mm","","","","","","Permanent collection","Metal | Rubber","Whole | Whole","15. ROAD TRANSPORT | Transport","Snow grip","W.2009.27","134","11332","","","","","","","","","congruence-science-and-industry","136","congruence-science-and-industry_136","ORF: Number of Items: 1. Department Section: Scottish Modern History. National Audit Category: Transport. NMS Object Category: Scottish Country Life. Object Name: Rubber and metal snow grip. Description: Rubber and metal snow grip, used on vans doing country deliveries. Straps threaded through spokes. PHYSICAL CHARACTERISTICS Materials: Rubber and metal. Dimensions: L. 300 mm; W. 80 mm. NOTES and DOCUMENTATION Supplementary Information?: No. CONDITION Condition: Fair. Has Conservation Quarantine check been carried out? No. Completed By: Kate Mackay; Date: 28/09/09.. . . . "
"2012-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","Ransomes","","112","Single blade Ransomes tractor plough","Single blade Ransomes tractor plough. [W#.4114 also on plough, double-numbering].","Overall: Height 865mm. Overall: Length 2330mm. Overall: Width 907mm","","","Ransomes T.S. 30B, Ipswich, England","","On plate","Permanent collection","","","15. ROAD TRANSPORT","Plough, tractor","W.2012.63","113","10630","","","","","","","","","congruence-science-and-industry","115","congruence-science-and-industry_115","Single blade Ransomes tractor plough. [W#.4114 also on plough, double-numbering].. . . Ransomes T.S. 30B, Ipswich, England. "
"","Science and Technology : Technology","","","","","","","","113","Double furrow tractor trailing plough from Lauriston, unpainted","Double bladed tractor plough, unpainted.  WF note, 7.4.99: Double furrow tractor trailing plough from Lauriston.","Overall: Height 1330mm. Overall: Length 3400mm. Overall: Width 1400mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Plough, tractor","W.W#.0022","114","10632","","","","Lauriston, Kincardineshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","116","congruence-science-and-industry_116","Double bladed tractor plough, unpainted.  WF note, 7.4.99: Double furrow tractor trailing plough from Lauriston.. . . . "
"1980-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","Newlands","","114","Three-bladed Newlands tractor plough, painted red","Three-bladed Newlands tractor plough, painted red.","Overall: Length 3400mm. Overall: Width 1300mm. Overall: Height 1800mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Plough, tractor","W.1999.192","115","10633","","","","","","","","","congruence-science-and-industry","117","congruence-science-and-industry_117","Three-bladed Newlands tractor plough, painted red.. . . . "
"1986-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","","","115","Tractor plough with three blades, painted blue","Tractor plough with three blades, painted blue.","Overall: Height 1530mm. Overall: Length 3400mm. Overall: Width 1860mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Plough, tractor","W.1999.193","116","10634","","","","","","","","","congruence-science-and-industry","118","congruence-science-and-industry_118","Tractor plough with three blades, painted blue.. . . . "
"","Science and Technology : Technology","","","","","","","","139","Model plough in copper","Model plough in copper.","Overall: 100mm. Overall: 40mm. Overall: 35mm","","","","","","Permanent collection","Copper","Whole","14. INDUSTRIES, Agriculture","Model, plough","W.2007.909","140","12488","","","","","","","","","congruence-science-and-industry","142","congruence-science-and-industry_142","Model plough in copper.. . . . "
"1984-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","Allan Bros","","116","Threshing machine made by Allan Bros. of Aberdeen","Threshing machine made by Allan Bros. of Aberdeen.","Overall: Height 3500mm. Overall: Length 7800mm. Overall: Width 2800mm","","","","","","Permanent collection","","","14. INDUSTRIES, Agriculture","Threshing machine","W.1999.191","117","10642","","","","Aberdeen, Aberdeenshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","119","congruence-science-and-industry_119","Threshing machine made by Allan Bros. of Aberdeen.. . . . "
"1960-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Mumrills Farm, Mumrills, Falkirk, Stirlingshire, Scotland, Northern Europe","","Albion | Marshall, Mr.","|","117","Threshing machine made by Marshall of Gainsborough, Lincolnshire, with an Albion buncher on the back","Threshing machine made by Albion.  WF note, 16.02.2000: The machine was made by Marshall of Gainsborough, Lincolnshire. There is an Albion buncher on the back.","Overall: Height 3400mm. Overall: Length 6500mm. Overall: Width 2700mm","","","","","","Permanent collection","","","14. INDUSTRIES, Agriculture","Threshing machine / buncher","W.1999.202","118","10643","","","","Gainsborough, Lincolnshire, England, Northern Europe | Gainsborough, Lincolnshire, England, Northern Europe","","","","","congruence-science-and-industry","120","congruence-science-and-industry_120","Threshing machine made by Albion.  WF note, 16.02.2000: The machine was made by Marshall of Gainsborough, Lincolnshire. There is an Albion buncher on the back.. . . . "
"1985-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","","","118","Road man's green painted van","Green-painted horse drawn living van.  WF note, 30.7.99: Road man's van, engine pulled.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Van, road man's","W.1999.201","119","10644","","","","","","","","","congruence-science-and-industry","121","congruence-science-and-industry_121","Green-painted horse drawn living van.  WF note, 30.7.99: Road man's van, engine pulled.. . . . "
"1979-01-01T00:00:00.000Z","Science and Technology : Technology","","","","","","British Anzani Engineering Co. Ltd","","119","British Anzani Iron Horse light tractor","British Anzani Iron Horse light tractor, dismantled.  2600 mm L x 1300 mm W x 1700 mm H.   NOTE, D. Dornan, 17 August 2011: British Anzani Iron Horse. This is painted the wrong colour, they were orange when new. This machine was very good in use and proved popular. There was also a smaller machine from the same company.  E. Edwards note, 2 May 2012: W.1999.207 now broken down into [W.1999.207.2] Spring tine harrow; [W.1999.207.3] harrow; [W.1999.207.4] harrow; [W.1999.207.5] plough for Anzani tractor.","Overall: Height 1700mm. Overall: Length 2600mm. Overall: Width 1300mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Tractor, light","W.1999.207.1","120","10648","","","","Middlesex, England, Northern Europe","","","","British Anzani Iron Horse","congruence-science-and-industry","122","congruence-science-and-industry_122","British Anzani Iron Horse light tractor, dismantled.  2600 mm L x 1300 mm W x 1700 mm H.   NOTE, D. Dornan, 17 August 2011: British Anzani Iron Horse. This is painted the wrong colour, they were orange when new. This machine was very good in use and proved popular. There was also a smaller machine from the same company.  E. Edwards note, 2 May 2012: W.1999.207 now broken down into [W.1999.207.2] Spring tine harrow; [W.1999.207.3] harrow; [W.1999.207.4] harrow; [W.1999.207.5] plough for Anzani tractor.. . . . British Anzani Iron Horse"
"","Science and Technology : Technology","","","","","","J. Bisset and Son","","120","Harvester or binder made by J.Bisset and Son","Harvester or binder made by J.Bisset and Son.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Harvester / binder","W.W#.0050","121","10660","","","","","","","","","congruence-science-and-industry","123","congruence-science-and-industry_123","Harvester or binder made by J.Bisset and Son.. . . . "
"2006-07-05T23:00:00.000Z","Science and Technology : Technology","","","","","","Wood, H.J., 1900 (fl.)","Modelmaker","121","Model of a beam engine on wooden base, by H.J. Wood, London, c. 1900","Model of a beam engine. REGISTER: Model beam engine made by H.J. Wood, London. Constrained wooden base. ORF: Other / Previous Numbers: W.W#.0094. Department Section: Scottish Modern History. National Audit Category: Society. Object Name: Model Beam Engine. Description: Model beam engine on wooden base. PRODUCTION AND DATING Maker Name 1: H.J. Wood; Role: Manufacturer. Place: 355 Oxford St. London. Date(s) of Production: c.1900. PHYSICAL CHARACTERISTICS Materials: Metal, Wood, string, plastic. Dimensions: H. 226 mm; L. 260 mm; W. 120 mm. INSCRIPTIONS / MARKS Inscription Position 1: Plaque on front of model base; Content: H.J. Wood / maker/ 155 Oxford St / London. NOTES and DOCUMENTATION Supplementary Information?: No. Additional Comments: Found at Port Edgar unregistered. CONDITION Condition: Very good. Has Conservation Quarantine check been carried out? Yes. Completed By: EME; Date: 6.7.06.","Overall: Height 226mm. Overall: Length 260mm. Overall: Width 120mm","","","H.J. Wood / maker / 155 Oxford St / London","","Plaque on front of base","Permanent collection","Metal | Wood | String | Plastic","Whole | Whole | Whole | Whole","14. INDUSTRIES, Agriculture | 12. HEAT ENGINES, Steam","Model, beam engine","W.2006.16","122","10704","1910","1890","c. 1900","London, England, Northern Europe","","","","","congruence-science-and-industry","124","congruence-science-and-industry_124","Model of a beam engine. REGISTER: Model beam engine made by H.J. Wood, London. Constrained wooden base. ORF: Other / Previous Numbers: W.W#.0094. Department Section: Scottish Modern History. National Audit Category: Society. Object Name: Model Beam Engine. Description: Model beam engine on wooden base. PRODUCTION AND DATING Maker Name 1: H.J. Wood; Role: Manufacturer. Place: 355 Oxford St. London. Date(s) of Production: c.1900. PHYSICAL CHARACTERISTICS Materials: Metal, Wood, string, plastic. Dimensions: H. 226 mm; L. 260 mm; W. 120 mm. INSCRIPTIONS / MARKS Inscription Position 1: Plaque on front of model base; Content: H.J. Wood / maker/ 155 Oxford St / London. NOTES and DOCUMENTATION Supplementary Information?: No. Additional Comments: Found at Port Edgar unregistered. CONDITION Condition: Very good. Has Conservation Quarantine check been carried out? Yes. Completed By: EME; Date: 6.7.06.. . . H.J. Wood / maker / 155 Oxford St / London. "
"","Science and Technology : Technology","","","","","","","","122","Morticing machine possibly from Sinclair's joiner shop in Leith","Morticing machine possibly from Sinclair's joiner shop in Leith.","","","","","","","Permanent collection","","","14. INDUSTRIES, Tools","Mortcing machine","W.W#.0123","123","10731","","","","","","","","","congruence-science-and-industry","125","congruence-science-and-industry_125","Morticing machine possibly from Sinclair's joiner shop in Leith.. . . . "
"","Science and Technology : Technology","","","","","","","","123","Three sides of a livestock van","Three sides of a livestock van.","Overall: Length 1800mm. Overall: Width 1930mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Van, livestock / parts","W.W#.0224","124","10830","","","","","","","","","congruence-science-and-industry","126","congruence-science-and-industry_126","Three sides of a livestock van.. . . . "
"","Science and Technology : Technology","","","","","","Ferguson","","124","Single furrow Ferguson tractor plough","Single furrow Ferguson tractor plough.","Overall: Height 1050mm. Overall: Length 1350mm. Overall: Width 1000mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Plough, tractor","W.W#.0225","125","10831","","","","","","","","","congruence-science-and-industry","127","congruence-science-and-industry_127","Single furrow Ferguson tractor plough.. . . . "
"","Science and Technology : Technology","","","","Aberdeen, Aberdeenshire, Scotland, Northern Europe","","","","125","Aberdeen cart frame","Aberdeen cart frame.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Cart frame","W.W#.0240","126","10846","","","","","","","","","congruence-science-and-industry","128","congruence-science-and-industry_128","Aberdeen cart frame.. . . . "
"","Science and Technology : Technology","","","","","","","","127","Box cart","Box cart.  E. Edwards, 2 May 2012: Ear-marked as an object for the Handling Collection.","Overall: Length 4100mm. Overall: Width 1800mm. Overall: Height 4000mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Box cart","W.W#.0283","128","10888","","","","","","","","","congruence-science-and-industry","131","congruence-science-and-industry_131","Box cart.  E. Edwards, 2 May 2012: Ear-marked as an object for the Handling Collection.. . . . "
"2018-06-05T23:00:00.000Z","Science and Technology : Technology","","","","","","Scottish Aviation Ltd","Maker","35888","Drawing of installation bush sight, drawing number SA-DAK-80-15 sheet 3 of 3, one of a collection of drawings relating to luxury civilian conversions of military Douglas Dakota aircraft, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, dated 14 September 1962","","","","One of a collection of drawings, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, and used on various projects carried out by Scottish Aviation Limited.

Most of the drawings relate to SAL work done in the late 1940s to convert ex-military Douglas C-47 Dakota aircraft for civilian use, primarily by British European Airways. There are also a large number of technical drawings of the Scottish Aviation Scamp electric car plus drawings for Grumman Mallard conversion, Beech 18 G-ASUG conversion, Lockheed Constellation & Super Constellation, Douglas Skyraider for the Swedish Air Force, and McEwan-King seat locks.","","","","Permanent collection","Paper | Plastic","Drawings | Coating","1. AERONAUTICS, documents","Engineering drawing","EF.2018.6.1324","35889","905597","1962","1962","1962","Prestwick International Airport, Ayrshire, Scotland, Northern Europe","","","","","congruence-science-and-industry","35888","congruence-science-and-industry_35888",". . One of a collection of drawings, produced by Scottish Aviation Limited for engineering work and manufacturing purposes, and used on various projects carried out by Scottish Aviation Limited.

Most of the drawings relate to SAL work done in the late 1940s to convert ex-military Douglas C-47 Dakota aircraft for civilian use, primarily by British European Airways. There are also a large number of technical drawings of the Scottish Aviation Scamp electric car plus drawings for Grumman Mallard conversion, Beech 18 G-ASUG conversion, Lockheed Constellation & Super Constellation, Douglas Skyraider for the Swedish Air Force, and McEwan-King seat locks.. . "
"1968-12-31T23:00:00.000Z","Science and Technology : Technology","","","","Mumrills Farm, Mumrills, Falkirk, Stirlingshire, Scotland, Northern Europe","","","","128","Box cart painted red and green with iron tyres","Box cart painted red and green with iron tyres.","Overall: Length 3860mm. Overall: Width 1800mm. Overall: Height 3400mm","","","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Box cart","W.1999.166.3","129","10890","","","","","","","","","congruence-science-and-industry","132","congruence-science-and-industry_132","Box cart painted red and green with iron tyres.. . . . "
"","Science and Technology : Technology","","","","","","","","129","Victoria carriage painted pale green with black leather upholstery and hood","Victoria carriage painted pale green with black leather upholstery and hood.","","","","","","","Permanent collection","","","15. ROAD TRANSPORT","Carriage, Victoria","W.W#.0286","130","10891","","","","","","","","","congruence-science-and-industry","133","congruence-science-and-industry_133","Victoria carriage painted pale green with black leather upholstery and hood.. . . . "
"1968-12-31T23:00:00.000Z","Science and Technology : Technology","","","","Mumrills Farm, Mumrills, Falkirk, Stirlingshire, Scotland, Northern Europe","","","","130","Base for a hay bogie. It has two wheels (.A and .B), which are not attached, and a cog wheel (.C)","Base for a hay bogie, without wheels. J. Macrae note, 2008-06-24: Cart shafts painted red were given number W.W#.0302. [Q&A - From Mumrills. Wheels separate, also Port Edgar].","Overall: Length 3300mm. Overall: Width 3200mm","","Collections Reunited - 2017-06-23: W.W#.0303 should remain attached to W.1986.142; W.W#.0302 should be attached to W.1999.166.2 and NOT W.1999.166.7: Reiss, Ben (NMS)","","","","Permanent collection","","","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Base, hay bogie","W.1999.166.7","131","10896","","","","","","","","","congruence-science-and-industry","134","congruence-science-and-industry_134","Base for a hay bogie, without wheels. J. Macrae note, 2008-06-24: Cart shafts painted red were given number W.W#.0302. [Q&A - From Mumrills. Wheels separate, also Port Edgar].. . Collections Reunited - 2017-06-23: W.W#.0303 should remain attached to W.1986.142; W.W#.0302 should be attached to W.1999.166.2 and NOT W.1999.166.7: Reiss, Ben (NMS). . "
"2012-01-01T00:00:00.000Z","Science and Technology : Technology","","","","Heiton Mill, Roxburghshire, Scotland, Northern Europe","","","","132","Metal stencil for Heiton Mill","Metal stencil for Heiton Mill.","Overall: Length 1000mm. Overall: Width 104mm","","","","","","Permanent collection","Metal","Whole","15. ROAD TRANSPORT | Transport - carts, wagons, horse-drawn vehicles, heavy work trai","Stencil","W.2012.11","133","11169","","","","","","","","","congruence-science-and-industry","135","congruence-science-and-industry_135","Metal stencil for Heiton Mill.. . . . "
